iter	Passed	Remaining
3197	74040	18567
3198	74063	18544
3199	74085	18521
3200	74107	18498
3201	74129	18474
3202	74152	18451
3203	74174	18427
3204	74197	18404
3205	74218	18380
3206	74237	18356
3207	74258	18333
3208	74279	18309
3209	74299	18285
3210	74319	18261
3211	74341	18238
3212	74363	18214
3213	74383	18190
3214	74406	18167
3215	74427	18143
3216	74447	18120
3217	74469	18096
3218	74490	18072
3219	74510	18049
3220	74530	18025
3221	74551	18001
3222	74572	17978
3223	74595	17954
3224	74620	17932
3225	74648	17909
3226	74675	17887
3227	74701	17865
3228	74727	17842
3229	74748	17819
3230	74773	17796
3231	74796	17773
3232	74817	17749
3233	74837	17725
3234	74860	17702
3235	74881	17678
3236	74902	17655
3237	74922	17631
3238	74941	17607
3239	74964	17584
3240	74987	17561
3241	75010	17538
3242	75033	17514
3243	75056	17491
3244	75078	17468
3245	75101	17445
3246	75124	17421
3247	75146	17398
3248	75169	17375
3249	75192	17352
3250	75212	17328
3251	75237	17305
3252	75259	17282
3253	75280	17258
3254	75303	17235
3255	75325	17212
3256	75347	17188
3257	75368	17165
3258	75390	17141
3259	75413	17118
3260	75435	17095
3261	75459	17072
3262	75480	17048
3263	75502	17025
3264	75523	17001
3265	75543	16977
3266	75563	16953
3267	75584	16930
3268	75604	16906
3269	75624	16882
3270	75644	16858
3271	75667	16835
3272	75687	16811
3273	75707	16788
3274	75729	16764
3275	75750	16740
3276	75770	16717
3277	75792	16693
3278	75812	16670
3279	75833	16646
3280	75856	16623
3281	75886	16601
3282	75916	16579
3283	75943	16557
3284	75974	16536
3285	75997	16513
3286	76025	16491
3287	76047	16467
3288	76069	16444
3289	76091	16421
3290	76126	16400
3291	76151	16377
3292	76172	16354
3293	76194	16330
3294	76216	16307
3295	76238	16283
3296	76258	16260
3297	76278	16236
3298	76301	16213
3299	76320	16189
3300	76343	16165
3301	76364	16142
3302	76386	16119
3303	76407	16095
3304	76428	16071
3305	76449	16048
3306	76470	16024
3307	76491	16001
3308	76512	15977
3309	76530	15953
3310	76551	15929
3311	76573	15906
3312	76595	15883
3313	76616	15859
3314	76638	15836
3315	76664	15813
3316	76686	15790
3317	76709	15767
3318	76731	15743
3319	76752	15720
3320	76774	15696
3321	76797	15673
3322	76817	15650
3323	76840	15626
3324	76863	15603
3325	76886	15580
3326	76909	15557
3327	76930	15534
3328	76953	15510
3329	76975	15487
3330	77018	15468
3331	77051	15447
3332	77080	15425
3333	77107	15402
3334	77134	15380
3335	77175	15361
3336	77202	15338
3337	77237	15317
3338	77258	15294
3339	77278	15270
3340	77298	15246
3341	77318	15222
3342	77339	15199
3343	77360	15176
3344	77382	15152
3345	77403	15129
3346	77425	15105
3347	77448	15082
3348	77470	15059
3349	77491	15035
3350	77512	15012
3351	77535	14988
3352	77557	14965
3353	77580	14942
3354	77602	14919
3355	77624	14895
3356	77645	14872
3357	77668	14849
3358	77690	14825
3359	77725	14804
3360	77748	14781
3361	77769	14758
3362	77788	14734
3363	77809	14710
3364	77831	14687
3365	77854	14664
3366	77877	14640
3367	77899	14617
3368	77919	14593
3369	77939	14570
3370	77958	14546
3371	77980	14523
3372	78000	14499
3373	78020	14475
3374	78044	14452
3375	78065	14429
3376	78086	14405
3377	78108	14382
3378	78129	14358
3379	78152	14335
3380	78175	14312
3381	78197	14289
3382	78218	14265
3383	78242	14242
3384	78263	14219
3385	78287	14196
3386	78308	14172
3387	78330	14149
3388	78351	14125
3389	78374	14102
3390	78401	14080
3391	78427	14057
3392	78449	14034
3393	78471	14011
3394	78491	13987
3395	78513	13964
3396	78537	13941
3397	78556	13917
3398	78575	13893
3399	78596	13869
3400	78616	13846
3401	78635	13822
3402	78654	13798
3403	78676	13775
3404	78697	13751
3405	78717	13728
3406	78735	13704
3407	78755	13680
3408	78831	13666
3409	78872	13646
3410	78905	13625
3411	78941	13604
3412	78998	13586
3413	79027	13564
3414	79049	13541
3415	79069	13517
3416	79091	13494
3417	79113	13471
3418	79136	13447
3419	79157	13424
3420	79181	13401
3421	79203	13377
3422	79226	13354
3423	79250	13331
3424	79270	13308
3425	79294	13285
3426	79317	13262
3427	79351	13240
3428	79376	13217
3429	79398	13194
3430	79416	13170
3431	79437	13146
3432	79459	13123
3433	79480	13100
3434	79501	13076
3435	79522	13053
3436	79542	13029
3437	79564	13006
3438	79587	12982
3439	79627	12962
3440	79652	12939
3441	79679	12917
3442	79704	12894
3443	79730	12871
3444	79758	12849
3445	79785	12826
3446	79807	12803
3447	79827	12779
3448	79846	12756
3449	79865	12732
3450	79887	12708
3451	79908	12685
3452	79929	12661
3453	79951	12638
3454	79974	12615
3455	79998	12592
3456	80035	12571
3457	80059	12548
3458	80084	12525
3459	80107	12502
3460	80130	12479
3461	80152	12455
3462	80174	12432
3463	80195	12408
3464	80217	12385
3465	80238	12362
3466	80259	12338
3467	80280	12315
3468	80301	12291
3469	80322	12268
3470	80345	12245
3471	80366	12221
3472	80384	12197
3473	80406	12174
3474	80427	12150
3475	80448	12127
3476	80467	12103
3477	80488	12080
3478	80508	12056
3479	80529	12033
3480	80550	12009
3481	80570	11986
3482	80607	11965
3483	80629	11941
3484	80649	11918
3485	80672	11894
3486	80694	11871
3487	80715	11848
3488	80735	11824
3489	80760	11801
3490	80779	11777
3491	80801	11754
3492	80822	11731
3493	80843	11707
3494	80864	11684
3495	80890	11661
3496	80920	11639
3497	80947	11616
3498	80971	11593
3499	80995	11570
3500	81019	11547
3501	81043	11524
3502	81065	11501
3503	81088	11478
3504	81111	11455
3505	81133	11431
3506	81159	11409
3507	81180	11385
3508	81200	11362
3509	81220	11338
3510	81243	11315
3511	81264	11291
3512	81285	11268
3513	81305	11244
3514	81328	11221
3515	81349	11198
3516	81371	11174
3517	81391	11151
3518	81410	11127
3519	81432	11104
3520	81453	11081
3521	81474	11057
3522	81497	11034
3523	81516	11010
3524	81536	10987
3525	81558	10963
3526	81580	10940
3527	81599	10916
3528	81620	10893
3529	81642	10870
3530	81663	10846
3531	81682	10823
3532	81702	10799
3533	81723	10776
3534	81743	10752
3535	81763	10729
3536	81784	10705
3537	81804	10682
3538	81824	10658
3539	81845	10635
3540	81867	10611
3541	81886	10588
3542	81907	10564
3543	81927	10541
3544	81947	10517
3545	81971	10494
3546	81992	10471
3547	82015	10448
3548	82034	10424
3549	82053	10401
3550	82072	10377
3551	82093	10354
3552	82117	10331
3553	82142	10308
3554	82168	10285
3555	82189	10262
3556	82211	10238
3557	82231	10215
3558	82251	10191
3559	82271	10168
3560	82293	10145
3561	82318	10122
3562	82338	10098
3563	82359	10075
3564	82380	10051
3565	82400	10028
3566	82422	10005
3567	82444	9982
3568	82465	9958
3569	82486	9935
3570	82516	9913
3571	82536	9889
3572	82556	9866
3573	82575	9842
3574	82597	9819
3575	82617	9795
3576	82639	9772
3577	82659	9749
3578	82681	9725
3579	82702	9702
3580	82722	9679
3581	82742	9655
3582	82763	9632
3583	82782	9608
3584	82803	9585
3585	82824	9561
3586	82846	9538
3587	82865	9515
3588	82885	9491
3589	82906	9468
3590	82926	9444
3591	82947	9421
3592	82968	9398
3593	82989	9375
3594	83010	9351
3595	83032	9328
3596	83054	9305
3597	83075	9281
3598	83097	9258
3599	83118	9235
3600	83141	9212
3601	83163	9189
3602	83184	9165
3603	83204	9142
3604	83224	9118
3605	83244	9095
3606	83266	9072
3607	83286	9048
3608	83308	9025
3609	83327	9002
3610	83349	8978
3611	83370	8955
3612	83392	8932
3613	83413	8909
3614	83433	8885
3615	83454	8862
3616	83476	8839
3617	83498	8816
3618	83518	8792
3619	83541	8769
3620	83566	8746
3621	83590	8723
3622	83612	8700
3623	83632	8677
3624	83652	8653
3625	83674	8630
3626	83695	8607
3627	83715	8583
3628	83736	8560
3629	83756	8537
3630	83776	8513
3631	83798	8490
3632	83820	8467
3633	83840	8444
3634	83860	8420
3635	83880	8397
3636	83900	8373
3637	83921	8350
3638	83941	8327
3639	83961	8303
3640	83982	8280
3641	84001	8257
3642	84022	8233
3643	84043	8210
3644	84065	8187
3645	84085	8164
3646	84105	8140
3647	84126	8117
3648	84148	8094
3649	84169	8071
3650	84191	8047
3651	84212	8024
3652	84233	8001
3653	84253	7978
3654	84273	7954
3655	84294	7931
3656	84317	7908
3657	84338	7885
3658	84359	7861
3659	84380	7838
3660	84401	7815
3661	84422	7792
3662	84444	7768
3663	84464	7745
3664	84485	7722
3665	84507	7699
3666	84528	7676
3667	84549	7652
3668	84569	7629
3669	84589	7606
3670	84613	7583
3671	84634	7559
3672	84653	7536
3673	84674	7513
3674	84693	7489
3675	84714	7466
3676	84734	7443
3677	84754	7420
3678	84775	7396
3679	84797	7373
3680	84819	7350
3681	84840	7327
3682	84861	7304
3683	84883	7280
3684	84904	7257
3685	84926	7234
3686	84946	7211
3687	84966	7188
3688	84988	7164
3689	85009	7141
3690	85031	7118
3691	85052	7095
3692	85073	7072
3693	85095	7049
3694	85115	7025
3695	85136	7002
3696	85156	6979
3697	85177	6956
3698	85198	6932
3699	85221	6909
3700	85244	6886
3701	85264	6863
3702	85286	6840
3703	85311	6817
3704	85333	6794
3705	85354	6771
3706	85375	6748
3707	85397	6724
3708	85418	6701
3709	85439	6678
3710	85461	6655
3711	85483	6632
3712	85504	6609
3713	85525	6585
3714	85547	6562
3715	85569	6539
3716	85590	6516
3717	85610	6493
3718	85630	6470
3719	85650	6446
3720	85670	6423
3721	85691	6400
3722	85712	6377
3723	85734	6354
3724	85756	6331
3725	85777	6307
3726	85798	6284
3727	85819	6261
3728	85841	6238
3729	85864	6215
3730	85886	6192
3731	85908	6169
3732	85929	6146
3733	85949	6122
3734	85966	6099
3735	85988	6076
3736	86009	6053
3737	86031	6030
3738	86051	6006
3739	86072	5983
3740	86093	5960
3741	86115	5937
3742	86136	5914
3743	86156	5891
3744	86179	5868
3745	86200	5844
3746	86220	5821
3747	86240	5798
3748	86261	5775
3749	86282	5752
3750	86304	5729
3751	86325	5705
3752	86346	5682
3753	86367	5659
3754	86405	5637
3755	86427	5614
3756	86448	5591
3757	86470	5568
3758	86493	5545
3759	86514	5522
3760	86536	5499
3761	86556	5475
3762	86576	5452
3763	86599	5429
3764	86619	5406
3765	86639	5383
3766	86661	5360
3767	86680	5337
3768	86700	5313
3769	86722	5290
3770	86740	5267
3771	86761	5244
3772	86782	5221
3773	86803	5198
3774	86824	5174
3775	86845	5151
3776	86867	5128
3777	86887	5105
3778	86909	5082
3779	86929	5059
3780	86949	5036
3781	86970	5013
3782	86990	4989
3783	87012	4966
3784	87034	4943
3785	87053	4920
3786	87074	4897
3787	87096	4874
3788	87117	4851
3789	87138	4828
3790	87160	4805
3791	87181	4782
3792	87204	4759
3793	87224	4735
3794	87245	4712
3795	87266	4689
3796	87289	4666
3797	87306	4643
3798	87327	4620
3799	87348	4597
3800	87368	4574
3801	87389	4551
3802	87408	4527
3803	87430	4504
3804	87451	4481
3805	87473	4458
3806	87495	4435
3807	87517	4412
3808	87538	4389
3809	87559	4366
3810	87579	4343
3811	87601	4320
3812	87622	4297
3813	87643	4274
3814	87664	4251
3815	87686	4228
3816	87708	4205
3817	87729	4181
3818	87751	4158
3819	87771	4135
3820	87791	4112
3821	87812	4089
3822	87833	4066
3823	87855	4043
3824	87876	4020
3825	87897	3997
3826	87918	3974
3827	87939	3951
3828	87960	3928
3829	87981	3905
3830	88002	3882
3831	88024	3859
3832	88047	3836
3833	88068	3813
3834	88089	3790
3835	88110	3766
3836	88131	3743
3837	88153	3720
3838	88174	3697
3839	88193	3674
3840	88210	3651
3841	88231	3628
3842	88253	3605
3843	88273	3582
3844	88297	3559
3845	88316	3536
3846	88337	3513
3847	88360	3490
3848	88380	3467
3849	88406	3444
3850	88427	3421
3851	88447	3398
3852	88467	3375
3853	88487	3352
3854	88509	3329
3855	88530	3306
3856	88551	3283
3857	88572	3260
3858	88594	3237
3859	88615	3214
3860	88637	3191
3861	88658	3168
3862	88679	3144
3863	88699	3121
3864	88719	3098
3865	88741	3075
3866	88761	3052
3867	88782	3029
3868	88802	3006
3869	88823	2983
3870	88845	2960
3871	88863	2937
3872	88882	2914
3873	88902	2891
3874	88922	2868
3875	88943	2845
3876	88962	2822
3877	88983	2799
3878	89004	2776
3879	89026	2753
3880	89047	2730
3881	89069	2707
3882	89091	2684
3883	89111	2661
3884	89133	2638
3885	89153	2615
3886	89174	2592
3887	89195	2569
3888	89217	2546
3889	89239	2523
3890	89259	2500
3891	89280	2477
3892	89302	2454
3893	89321	2431
3894	89342	2408
3895	89361	2385
3896	89383	2362
3897	89402	2339
3898	89421	2316
3899	89442	2293
3900	89462	2270
3901	89485	2247
3902	89506	2224
3903	89527	2201
3904	89547	2178
3905	89569	2155
3906	89589	2132
3907	89611	2109
3908	89633	2086
3909	89656	2063
3910	89676	2040
3911	89695	2017
3912	89716	1994
3913	89738	1971
3914	89759	1948
3915	89781	1925
3916	89801	1902
3917	89822	1879
3918	89844	1856
3919	89865	1833
3920	89887	1811
3921	89909	1788
3922	89929	1765
3923	89951	1742
3924	89972	1719
3925	89993	1696
3926	90015	1673
3927	90037	1650
3928	90057	1627
3929	90080	1604
3930	90101	1581
3931	90122	1558
3932	90142	1535
3933	90164	1512
3934	90185	1489
3935	90207	1466
3936	90228	1443
3937	90249	1420
3938	90271	1397
3939	90294	1375
3940	90314	1352
3941	90335	1329
3942	90356	1306
3943	90377	1283
3944	90397	1260
3945	90417	1237
3946	90439	1214
3947	90459	1191
3948	90481	1168
3949	90503	1145
3950	90525	1122
3951	90545	1099
3952	90566	1076
3953	90592	1053
3954	90613	1030
3955	90635	1008
3956	90654	985
3957	90674	962
3958	90696	939
3959	90717	916
3960	90741	893
3961	90763	870
3962	90784	847
3963	90805	824
3964	90825	801
3965	90848	778
3966	90871	755
3967	90891	732
3968	90912	710
3969	90935	687
3970	90954	664
3971	90975	641
3972	90998	618
3973	91019	595
3974	91040	572
3975	91061	549
3976	91083	526
3977	91103	503
3978	91130	480
3979	91151	458
3980	91172	435
3981	91195	412
3982	91215	389
3983	91237	366
3984	91259	343
3985	91282	320
3986	91302	297
3987	91325	274
3988	91346	251
3989	91366	228
3990	91386	206
3991	91406	183
3992	91426	160
3993	91448	137
3994	91470	114
3995	91490	91
3996	91510	68
3997	91529	45
3998	91550	22
3999	91571	0
